,10 chunks/story
13027,"[[1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
13028,"[[4, 0, 0, 1, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 1, 0, 0, 0, 0, 0], [2, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
13030,"[[6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 1, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 1, 0, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0, 0, 0, 0, 0], [8, 0, 0, 0, 2, 0, 1, 0, 0, 0], [2, 1, 0, 0, 0, 0, 0, 0, 0, 0], [7, 1, 1, 0, 0, 0, 0, 1, 0, 0], [3, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
13031,"[[6, 0, 1, 1, 0, 0, 0, 0, 0, 0], [5, 5, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 0, 0, 0, 0], [4, 1, 0, 1, 0, 0, 0, 0, 0, 0], [2, 1, 2, 0, 0, 0, 0, 0, 0, 0], [5, 1, 1, 1, 0, 0, 0, 0, 0, 0], [6, 0, 1, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
5489,"[[9, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 1, 0, 1, 0, 0, 0], [5, 0, 0, 0, 1, 0, 0, 0, 0, 0], [9, 1, 0, 0, 1, 0, 2, 0, 0, 0], [8, 0, 0, 0, 0, 0, 2, 0, 0, 0], [12, 0, 0, 0, 0, 0, 2, 0, 0, 0], [8, 0, 1, 0, 0, 0, 0, 0, 0, 0], [6, 1, 0, 0, 0, 0, 1, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
5490,"[[10, 0, 1, 0, 0, 0, 0, 0, 0, 0], [15, 3, 0, 0, 1, 0, 0, 0, 0, 0], [15, 1, 1, 0, 2, 0, 0, 0, 0, 0], [11, 0, 3, 0, 0, 1, 0, 0, 0, 0], [14, 0, 1, 0, 0, 0, 0, 0, 1, 0], [13, 1, 3, 0, 0, 0, 0, 0, 0, 0], [12, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 1, 2, 0, 1, 0, 0, 0, 0, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
5491,"[[11, 0, 0, 0, 1, 0, 0, 0, 0, 0], [9, 1, 1, 0, 0, 0, 0, 0, 0, 0], [4, 3, 1, 0, 2, 0, 2, 0, 0, 0], [8, 1, 1, 0, 2, 0, 0, 0, 0, 0], [10, 0, 0, 0, 1, 0, 1, 0, 0, 0], [13, 0, 0, 0, 1, 0, 0, 0, 0, 0], [8, 0, 1, 0, 0, 0, 0, 0, 0, 0], [7, 3, 2, 0, 1, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
13035,"[[7, 6, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 2, 0, 1, 0, 0, 0, 0, 0], [8, 1, 0, 2, 3, 1, 0, 0, 0, 0], [8, 0, 1, 2, 2, 0, 0, 0, 0, 0], [5, 2, 0, 0, 0, 0, 0, 0, 0, 0], [3, 3, 1, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 1, 0, 0, 1, 0, 0], [7, 0, 0, 0, 0, 0, 0, 2, 0, 0]]"
13036,"[[4, 0, 1, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 1, 0, 0, 0, 0], [4, 0, 0, 0, 0, 2, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 1, 0, 0, 0, 0], [8, 0, 0, 1, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
13037,"[[6, 0, 0, 1, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 1, 1, 1, 0, 0, 0, 0], [6, 0, 1, 0, 1, 0, 0, 0, 0, 0], [6, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 2, 0, 0, 0, 0, 0, 0], [6, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0, 0, 1, 0, 0], [4, 0, 1, 0, 0, 0, 0, 1, 0, 0]]"
13038,"[[4, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 2, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [5, 2, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 0, 0, 1, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 1, 0, 0, 1, 0, 0, 0], [2, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0]]"
13041,"[[7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 1, 1, 0, 0, 0, 0, 0], [2, 0, 1, 1, 0, 0, 0, 0, 0, 0], [5, 0, 1, 1, 1, 0, 0, 0, 0, 0], [5, 0, 1, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 1, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
13042,"[[2, 3, 0, 1, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 1, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 1, 0, 0, 1, 0, 0, 0, 0, 0], [4, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 1, 0, 0, 1, 0, 0, 0, 0], [2, 3, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0]]"
12938,"[[3, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 1, 0, 1, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 1, 0, 0, 0, 0, 1], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 1, 1, 0, 0, 0, 0, 0, 0, 0], [6, 0, 2, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
12940,"[[7, 0, 0, 2, 1, 0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 0, 0, 1, 0, 0], [4, 1, 1, 1, 0, 0, 0, 0, 0, 0], [5, 0, 3, 0, 0, 2, 0, 0, 0, 0], [6, 2, 0, 2, 0, 2, 0, 0, 0, 0], [6, 0, 0, 1, 1, 1, 0, 0, 1, 0], [4, 1, 1, 1, 1, 0, 0, 0, 0, 0], [5, 0, 1, 2, 0, 0, 0, 0, 0, 0], [9, 0, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12943,"[[9, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 0, 0, 0, 0, 0, 1, 0, 0, 0], [5, 0, 0, 0, 2, 0, 0, 3, 0, 0], [10, 0, 0, 0, 2, 0, 1, 1, 0, 0], [9, 0, 0, 0, 0, 0, 1, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 1, 1, 0, 0, 1, 0, 0, 0], [7, 0, 1, 1, 1, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 2, 0, 0, 1, 0, 0]]"
1525,"[[13, 3, 0, 0, 0, 0, 1, 0, 0, 0], [12, 3, 3, 1, 0, 0, 0, 0, 0, 0], [10, 3, 0, 0, 1, 0, 0, 0, 0, 0], [14, 1, 0, 2, 0, 0, 0, 0, 0, 0], [14, 3, 0, 1, 3, 0, 0, 0, 0, 0], [9, 3, 3, 0, 0, 0, 0, 0, 0, 0], [15, 1, 0, 0, 0, 0, 0, 1, 0, 0], [5, 7, 3, 0, 0, 0, 1, 0, 0, 0], [2, 8, 1, 0, 0, 0, 2, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0]]"
1527,"[[6, 0, 1, 1, 0, 0, 0, 1, 0, 0], [6, 0, 2, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 1, 1, 0, 1, 0, 0, 0], [6, 0, 1, 0, 0, 0, 0, 0, 0, 0], [6, 1, 2, 2, 0, 0, 0, 0, 0, 0], [5, 0, 1, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 2, 1, 0, 0, 0, 0, 0, 0], [8, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0]]"
12945,"[[2, 3, 0, 0, 0, 0, 0, 0, 0, 0], [6, 1, 0, 0, 1, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 1, 1, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 1, 1, 1, 0, 0, 0], [3, 2, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 1, 0, 0, 0, 0], [2, 0, 2, 0, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1530,"[[12, 0, 2, 0, 0, 0, 1, 0, 0, 0], [15, 0, 1, 0, 0, 0, 0, 0, 0, 0], [13, 2, 0, 1, 1, 0, 0, 0, 0, 0], [14, 0, 0, 0, 2, 0, 1, 0, 0, 0], [8, 0, 0, 0, 1, 2, 0, 0, 1, 0], [13, 2, 2, 0, 1, 2, 0, 0, 1, 0], [20, 0, 1, 0, 0, 0, 0, 0, 0, 0], [8, 2, 3, 0, 1, 0, 0, 0, 0, 0], [9, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
14152,"[[7, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 1, 0, 0, 0, 0, 1], [2, 1, 2, 0, 0, 0, 0, 0, 0, 0], [1, 1, 2, 1, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 1, 0], [7, 0, 1, 0, 1, 0, 0, 0, 0, 0], [4, 0, 2, 0, 1, 0, 0, 0, 0, 0], [6, 1, 2, 1, 0, 0, 0, 0, 0, 0]]"
12947,"[[7, 1, 0, 0, 0, 0, 1, 0, 0, 0], [7, 0, 2, 0, 0, 0, 0, 0, 0, 0], [3, 2, 0, 0, 0, 0, 0, 0, 0, 0], [9, 1, 1, 0, 1, 0, 0, 0, 0, 0], [3, 3, 0, 0, 1, 0, 0, 0, 0, 0], [9, 0, 1, 0, 0, 0, 0, 0, 0, 0], [6, 1, 1, 1, 1, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 1, 0, 0, 0, 1, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
14139,"[[4, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 1, 0, 0, 0, 0, 1, 0], [4, 1, 0, 1, 1, 0, 0, 0, 0, 0], [2, 3, 1, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 1, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0], [1, 2, 0, 1, 0, 1, 0, 0, 0, 0]]"
12948,"[[1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 2, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 1, 0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 1, 0, 0, 0, 0], [3, 0, 0, 0, 0, 1, 0, 0, 0, 0], [6, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 1, 0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12949,"[[2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 2, 0, 0, 0], [2, 0, 0, 0, 0, 0, 1, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
14140,"[[3, 0, 1, 1, 0, 0, 0, 0, 0, 0], [2, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]]"
12950,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0, 0, 0, 0, 0], [7, 0, 0, 1, 2, 0, 0, 0, 0, 0], [7, 1, 0, 1, 1, 0, 0, 0, 0, 0], [7, 0, 0, 1, 1, 2, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
4526,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0, 0, 0, 0, 0], [7, 0, 0, 1, 2, 0, 0, 0, 0, 0], [7, 1, 0, 1, 1, 0, 0, 0, 0, 0], [7, 0, 0, 1, 1, 2, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
4528,"[[22, 0, 1, 2, 1, 0, 0, 0, 0, 0], [27, 0, 5, 5, 0, 0, 0, 0, 0, 0], [31, 2, 2, 1, 2, 0, 0, 0, 0, 0], [30, 1, 1, 1, 1, 0, 0, 0, 0, 0], [27, 0, 1, 0, 5, 1, 0, 0, 0, 0], [12, 1, 3, 4, 2, 0, 0, 0, 0, 0], [27, 0, 0, 0, 2, 1, 0, 0, 0, 0], [36, 0, 6, 0, 3, 2, 0, 0, 0, 0], [34, 0, 3, 1, 2, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
4529,"[[7, 1, 1, 0, 0, 0, 0, 0, 0, 1], [9, 2, 1, 0, 2, 0, 0, 0, 0, 0], [6, 1, 1, 0, 1, 0, 0, 0, 0, 0], [11, 2, 0, 1, 0, 0, 0, 0, 0, 0], [6, 3, 0, 0, 0, 0, 0, 0, 0, 0], [10, 1, 0, 0, 1, 0, 0, 0, 0, 1], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 1, 2, 0, 0, 0, 1], [8, 1, 1, 0, 0, 1, 0, 1, 0, 0], [3, 0, 0, 1, 0, 0, 0, 0, 0, 0]]"
12952,"[[0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [2, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 2, 2, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0, 0, 1, 0, 0]]"
13586,"[[6, 0, 0, 0, 0, 0, 1, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 0, 0, 1, 0, 0, 0], [5, 0, 1, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 1, 0, 0, 0], [6, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 2, 0, 1, 0, 0, 0, 0, 0], [5, 0, 1, 0, 1, 1, 0, 0, 0, 0], [6, 0, 1, 0, 1, 1, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
13587,"[[10, 0, 1, 0, 0, 0, 0, 0, 0, 0], [14, 0, 0, 1, 0, 2, 0, 0, 0, 0], [12, 0, 1, 0, 0, 1, 0, 0, 0, 0], [8, 0, 0, 0, 0, 1, 0, 0, 0, 0], [8, 0, 0, 0, 0, 1, 0, 0, 1, 0], [14, 0, 0, 1, 0, 0, 0, 1, 0, 0], [11, 0, 1, 0, 1, 0, 0, 0, 0, 0], [8, 0, 1, 1, 2, 0, 0, 0, 0, 0], [8, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
4531,"[[12, 0, 1, 0, 1, 0, 0, 0, 0, 0], [10, 0, 0, 0, 1, 0, 0, 0, 0, 0], [10, 1, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 1, 0, 0, 0, 0, 0], [9, 1, 1, 0, 0, 0, 0, 0, 0, 0], [7, 3, 0, 0, 2, 0, 0, 0, 0, 0], [11, 3, 1, 0, 0, 0, 1, 0, 1, 0], [13, 0, 2, 0, 3, 2, 1, 0, 0, 0], [7, 0, 2, 0, 1, 0, 2, 0, 0, 0], [5, 0, 2, 0, 0, 0, 0, 0, 0, 0]]"
4533,"[[5, 1, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 3, 0, 0, 0, 0, 0], [5, 1, 1, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 1, 1, 0, 2, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 1, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
13588,"[[11, 0, 1, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 1, 0, 0, 0, 0, 0], [3, 3, 1, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 2, 0, 0, 0, 0, 0, 0, 0], [4, 0, 2, 1, 0, 0, 0, 0, 0, 0], [3, 1, 2, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
